old_name,speaker,label,new_name
27617.wav,Nelson Mandela,spoof,nelson_mandela_spoof_27617.wav
27618.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27618.wav
27619.wav,Winston Churchill,spoof,winston_churchill_spoof_27619.wav
27620.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27620.wav
27621.wav,Alec Guinness,spoof,alec_guinness_spoof_27621.wav
27622.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27622.wav
27623.wav,Bill Clinton,spoof,bill_clinton_spoof_27623.wav
27624.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27624.wav
27625.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27625.wav
27626.wav,Robert Kardashian,bona-fide,robert_kardashian_bona-fide_27626.wav
27627.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_27627.wav
27628.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27628.wav
27629.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27629.wav
27630.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27630.wav
27631.wav,Bill Clinton,spoof,bill_clinton_spoof_27631.wav
27632.wav,JFK,bona-fide,jfk_bona-fide_27632.wav
27633.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27633.wav
27634.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27634.wav
27635.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_27635.wav
27636.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27636.wav
27637.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27637.wav
27638.wav,Nick Offerman,bona-fide,nick_offerman_bona-fide_27638.wav
27639.wav,Alec Guinness,spoof,alec_guinness_spoof_27639.wav
27640.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_27640.wav
27641.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27641.wav
27642.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27642.wav
27643.wav,Adam Driver,spoof,adam_driver_spoof_27643.wav
27644.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27644.wav
27645.wav,Richard Nixon,spoof,richard_nixon_spoof_27645.wav
27646.wav,JFK,bona-fide,jfk_bona-fide_27646.wav
27647.wav,Martin Luther King,spoof,martin_luther_king_spoof_27647.wav
27648.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_27648.wav
27649.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27649.wav
27650.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27650.wav
27651.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27651.wav
27652.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_27652.wav
27653.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27653.wav
27654.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27654.wav
27655.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27655.wav
27656.wav,Martin Luther King,spoof,martin_luther_king_spoof_27656.wav
27657.wav,Ayn Rand,spoof,ayn_rand_spoof_27657.wav
27658.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27658.wav
27659.wav,Alec Guinness,spoof,alec_guinness_spoof_27659.wav
27660.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27660.wav
27661.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27661.wav
27662.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_27662.wav
27663.wav,Tucker Carlson,spoof,tucker_carlson_spoof_27663.wav
27664.wav,Nelson Mandela,spoof,nelson_mandela_spoof_27664.wav
27665.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27665.wav
27666.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27666.wav
27667.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27667.wav
27668.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_27668.wav
27669.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27669.wav
27670.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27670.wav
27671.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27671.wav
27672.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27672.wav
27673.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27673.wav
27674.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27674.wav
27675.wav,Gilbert Gottfried,bona-fide,gilbert_gottfried_bona-fide_27675.wav
27676.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27676.wav
27677.wav,Ayn Rand,spoof,ayn_rand_spoof_27677.wav
27678.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_27678.wav
27679.wav,Martin Luther King,spoof,martin_luther_king_spoof_27679.wav
27680.wav,JFK,bona-fide,jfk_bona-fide_27680.wav
27681.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27681.wav
27682.wav,Barack Obama,spoof,barack_obama_spoof_27682.wav
27683.wav,FDR,bona-fide,fdr_bona-fide_27683.wav
27684.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_27684.wav
27685.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_27685.wav
27686.wav,Nelson Mandela,bona-fide,nelson_mandela_bona-fide_27686.wav
27687.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27687.wav
27688.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_27688.wav
27689.wav,Ayn Rand,spoof,ayn_rand_spoof_27689.wav
27690.wav,Alec Guinness,spoof,alec_guinness_spoof_27690.wav
27691.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27691.wav
27692.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27692.wav
27693.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27693.wav
27694.wav,Ayn Rand,spoof,ayn_rand_spoof_27694.wav
27695.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27695.wav
27696.wav,Harry Truman,bona-fide,harry_truman_bona-fide_27696.wav
27697.wav,Alec Guinness,spoof,alec_guinness_spoof_27697.wav
27698.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27698.wav
27699.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27699.wav
27700.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27700.wav
27701.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_27701.wav
27702.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27702.wav
27703.wav,Alec Guinness,spoof,alec_guinness_spoof_27703.wav
27704.wav,George Carlin,spoof,george_carlin_spoof_27704.wav
27705.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27705.wav
27706.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27706.wav
27707.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27707.wav
27708.wav,Bill Clinton,spoof,bill_clinton_spoof_27708.wav
27709.wav,Jerry Seinfeld,spoof,jerry_seinfeld_spoof_27709.wav
27710.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27710.wav
27711.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27711.wav
27712.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27712.wav
27713.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27713.wav
27714.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27714.wav
27715.wav,JFK,spoof,jfk_spoof_27715.wav
27716.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_27716.wav
27717.wav,Nelson Mandela,spoof,nelson_mandela_spoof_27717.wav
27718.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27718.wav
27719.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27719.wav
27720.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_27720.wav
27721.wav,Arnold Schwarzenegger,spoof,arnold_schwarzenegger_spoof_27721.wav
27722.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27722.wav
27723.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27723.wav
27724.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27724.wav
27725.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27725.wav
27726.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27726.wav
27727.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27727.wav
27728.wav,Nelson Mandela,spoof,nelson_mandela_spoof_27728.wav
27729.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27729.wav
27730.wav,Barack Obama,spoof,barack_obama_spoof_27730.wav
27731.wav,Alec Guinness,spoof,alec_guinness_spoof_27731.wav
27732.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_27732.wav
27733.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27733.wav
27734.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27734.wav
27735.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27735.wav
27736.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27736.wav
27737.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27737.wav
27738.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27738.wav
27739.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27739.wav
27740.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27740.wav
27741.wav,Alec Guinness,spoof,alec_guinness_spoof_27741.wav
27742.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27742.wav
27743.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27743.wav
27744.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27744.wav
27745.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27745.wav
27746.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27746.wav
27747.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27747.wav
27748.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27748.wav
27749.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_27749.wav
27750.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27750.wav
27751.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_27751.wav
27752.wav,Ayn Rand,spoof,ayn_rand_spoof_27752.wav
27753.wav,Alec Guinness,spoof,alec_guinness_spoof_27753.wav
27754.wav,Alec Guinness,spoof,alec_guinness_spoof_27754.wav
27755.wav,Alec Guinness,spoof,alec_guinness_spoof_27755.wav
27756.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_27756.wav
27757.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27757.wav
27758.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27758.wav
27759.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27759.wav
27760.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27760.wav
27761.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27761.wav
27762.wav,Gilbert Gottfried,spoof,gilbert_gottfried_spoof_27762.wav
27763.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27763.wav
27764.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_27764.wav
27765.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27765.wav
27766.wav,Tucker Carlson,bona-fide,tucker_carlson_bona-fide_27766.wav
27767.wav,Tucker Carlson,spoof,tucker_carlson_spoof_27767.wav
27768.wav,Ayn Rand,spoof,ayn_rand_spoof_27768.wav
27769.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_27769.wav
27770.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27770.wav
27771.wav,George W. Bush,spoof,george_w._bush_spoof_27771.wav
27772.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_27772.wav
27773.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27773.wav
27774.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_27774.wav
27775.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_27775.wav
27776.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27776.wav
27777.wav,Martin Luther King,spoof,martin_luther_king_spoof_27777.wav
27778.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27778.wav
27779.wav,Martin Luther King,spoof,martin_luther_king_spoof_27779.wav
27780.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27780.wav
27781.wav,Milton Friedman,spoof,milton_friedman_spoof_27781.wav
27782.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27782.wav
27783.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27783.wav
27784.wav,JFK,bona-fide,jfk_bona-fide_27784.wav
27785.wav,Alan Watts,spoof,alan_watts_spoof_27785.wav
27786.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27786.wav
27787.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27787.wav
27788.wav,Richard Nixon,spoof,richard_nixon_spoof_27788.wav
27789.wav,JFK,spoof,jfk_spoof_27789.wav
27790.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27790.wav
27791.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27791.wav
27792.wav,Alec Guinness,spoof,alec_guinness_spoof_27792.wav
27793.wav,Bill Clinton,spoof,bill_clinton_spoof_27793.wav
27794.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27794.wav
27795.wav,Richard Nixon,spoof,richard_nixon_spoof_27795.wav
27796.wav,Alec Guinness,spoof,alec_guinness_spoof_27796.wav
27797.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27797.wav
27798.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_27798.wav
27799.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27799.wav
27800.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27800.wav
27801.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27801.wav
27802.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27802.wav
27803.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27803.wav
27804.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27804.wav
27805.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27805.wav
27806.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27806.wav
27807.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27807.wav
27808.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27808.wav
27809.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_27809.wav
27810.wav,Alec Guinness,spoof,alec_guinness_spoof_27810.wav
27811.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27811.wav
27812.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27812.wav
27813.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27813.wav
27814.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27814.wav
27815.wav,Dwight Eisenhower,spoof,dwight_eisenhower_spoof_27815.wav
27816.wav,Bill Burr,bona-fide,bill_burr_bona-fide_27816.wav
27817.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27817.wav
27818.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27818.wav
27819.wav,Alec Guinness,spoof,alec_guinness_spoof_27819.wav
27820.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27820.wav
27821.wav,JFK,bona-fide,jfk_bona-fide_27821.wav
27822.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27822.wav
27823.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_27823.wav
27824.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27824.wav
27825.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_27825.wav
27826.wav,Ayn Rand,spoof,ayn_rand_spoof_27826.wav
27827.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27827.wav
27828.wav,Queen Elizabeth II,bona-fide,queen_elizabeth_ii_bona-fide_27828.wav
27829.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27829.wav
27830.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_27830.wav
27831.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27831.wav
27832.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27832.wav
27833.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_27833.wav
27834.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27834.wav
27835.wav,Frank Sinatra,spoof,frank_sinatra_spoof_27835.wav
27836.wav,Martin Luther King,spoof,martin_luther_king_spoof_27836.wav
27837.wav,Alec Guinness,spoof,alec_guinness_spoof_27837.wav
27838.wav,Ayn Rand,spoof,ayn_rand_spoof_27838.wav
27839.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_27839.wav
27840.wav,Bob Ross,bona-fide,bob_ross_bona-fide_27840.wav
27841.wav,Boris Johnson,spoof,boris_johnson_spoof_27841.wav
27842.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27842.wav
27843.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27843.wav
27844.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27844.wav
27845.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27845.wav
27846.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_27846.wav
27847.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27847.wav
27848.wav,Nelson Mandela,spoof,nelson_mandela_spoof_27848.wav
27849.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27849.wav
27850.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27850.wav
27851.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27851.wav
27852.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27852.wav
27853.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27853.wav
27854.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_27854.wav
27855.wav,Alec Guinness,spoof,alec_guinness_spoof_27855.wav
27856.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27856.wav
27857.wav,George Carlin,bona-fide,george_carlin_bona-fide_27857.wav
27858.wav,Ayn Rand,spoof,ayn_rand_spoof_27858.wav
27859.wav,Gilbert Gottfried,spoof,gilbert_gottfried_spoof_27859.wav
27860.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27860.wav
27861.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_27861.wav
27862.wav,2Pac,bona-fide,2pac_bona-fide_27862.wav
27863.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27863.wav
27864.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27864.wav
27865.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27865.wav
27866.wav,Bob Ross,bona-fide,bob_ross_bona-fide_27866.wav
27867.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27867.wav
27868.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27868.wav
27869.wav,Alec Guinness,spoof,alec_guinness_spoof_27869.wav
27870.wav,Alec Guinness,spoof,alec_guinness_spoof_27870.wav
27871.wav,Alec Guinness,spoof,alec_guinness_spoof_27871.wav
27872.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27872.wav
27873.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_27873.wav
27874.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27874.wav
27875.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27875.wav
27876.wav,FDR,bona-fide,fdr_bona-fide_27876.wav
27877.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27877.wav
27878.wav,Alec Guinness,spoof,alec_guinness_spoof_27878.wav
27879.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27879.wav
27880.wav,Alec Guinness,spoof,alec_guinness_spoof_27880.wav
27881.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27881.wav
27882.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_27882.wav
27883.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27883.wav
27884.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27884.wav
27885.wav,Ayn Rand,spoof,ayn_rand_spoof_27885.wav
27886.wav,Alec Guinness,spoof,alec_guinness_spoof_27886.wav
27887.wav,Alec Guinness,spoof,alec_guinness_spoof_27887.wav
27888.wav,Winston Churchill,spoof,winston_churchill_spoof_27888.wav
27889.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27889.wav
27890.wav,George Carlin,bona-fide,george_carlin_bona-fide_27890.wav
27891.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27891.wav
27892.wav,Alan Watts,bona-fide,alan_watts_bona-fide_27892.wav
27893.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27893.wav
27894.wav,Boris Johnson,spoof,boris_johnson_spoof_27894.wav
27895.wav,Tucker Carlson,bona-fide,tucker_carlson_bona-fide_27895.wav
27896.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27896.wav
27897.wav,Alec Guinness,spoof,alec_guinness_spoof_27897.wav
27898.wav,Ayn Rand,spoof,ayn_rand_spoof_27898.wav
27899.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27899.wav
27900.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27900.wav
27901.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_27901.wav
27902.wav,Alec Guinness,spoof,alec_guinness_spoof_27902.wav
27903.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_27903.wav
27904.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_27904.wav
27905.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27905.wav
27906.wav,Arnold Schwarzenegger,spoof,arnold_schwarzenegger_spoof_27906.wav
27907.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27907.wav
27908.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27908.wav
27909.wav,Frank Sinatra,spoof,frank_sinatra_spoof_27909.wav
27910.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_27910.wav
27911.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_27911.wav
27912.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_27912.wav
27913.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27913.wav
27914.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_27914.wav
27915.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27915.wav
27916.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_27916.wav
27917.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27917.wav
27918.wav,Bill Clinton,spoof,bill_clinton_spoof_27918.wav
27919.wav,Alexandria Ocasio-Cortez,spoof,alexandria_ocasio-cortez_spoof_27919.wav
27920.wav,Barack Obama,spoof,barack_obama_spoof_27920.wav
27921.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27921.wav
27922.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27922.wav
27923.wav,Orson Welles,spoof,orson_welles_spoof_27923.wav
27924.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27924.wav
27925.wav,Alec Guinness,spoof,alec_guinness_spoof_27925.wav
27926.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27926.wav
27927.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_27927.wav
27928.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27928.wav
27929.wav,Alec Guinness,spoof,alec_guinness_spoof_27929.wav
27930.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27930.wav
27931.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_27931.wav
27932.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27932.wav
27933.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27933.wav
27934.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27934.wav
27935.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_27935.wav
27936.wav,Ayn Rand,spoof,ayn_rand_spoof_27936.wav
27937.wav,Alan Watts,bona-fide,alan_watts_bona-fide_27937.wav
27938.wav,Mr. Rogers,spoof,mr._rogers_spoof_27938.wav
27939.wav,Ronald Reagan,spoof,ronald_reagan_spoof_27939.wav
27940.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27940.wav
27941.wav,Robert Kardashian,spoof,robert_kardashian_spoof_27941.wav
27942.wav,Alan Watts,spoof,alan_watts_spoof_27942.wav
27943.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27943.wav
27944.wav,Nelson Mandela,spoof,nelson_mandela_spoof_27944.wav
27945.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27945.wav
27946.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_27946.wav
27947.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27947.wav
27948.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27948.wav
27949.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27949.wav
27950.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27950.wav
27951.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27951.wav
27952.wav,Barack Obama,spoof,barack_obama_spoof_27952.wav
27953.wav,JFK,spoof,jfk_spoof_27953.wav
27954.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27954.wav
27955.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27955.wav
27956.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27956.wav
27957.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27957.wav
27958.wav,Alan Watts,spoof,alan_watts_spoof_27958.wav
27959.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27959.wav
27960.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27960.wav
27961.wav,Bill Clinton,spoof,bill_clinton_spoof_27961.wav
27962.wav,FDR,spoof,fdr_spoof_27962.wav
27963.wav,Bernie Sanders,spoof,bernie_sanders_spoof_27963.wav
27964.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27964.wav
27965.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_27965.wav
27966.wav,Bill Clinton,spoof,bill_clinton_spoof_27966.wav
27967.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27967.wav
27968.wav,Donald Trump,spoof,donald_trump_spoof_27968.wav
27969.wav,Donald Trump,bona-fide,donald_trump_bona-fide_27969.wav
27970.wav,Boris Johnson,spoof,boris_johnson_spoof_27970.wav
27971.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_27971.wav
27972.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27972.wav
27973.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_27973.wav
27974.wav,Orson Welles,spoof,orson_welles_spoof_27974.wav
27975.wav,Ayn Rand,spoof,ayn_rand_spoof_27975.wav
27976.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_27976.wav
27977.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_27977.wav
27978.wav,Milton Friedman,spoof,milton_friedman_spoof_27978.wav
27979.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_27979.wav
27980.wav,Bill Clinton,spoof,bill_clinton_spoof_27980.wav
27981.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_27981.wav
27982.wav,JFK,spoof,jfk_spoof_27982.wav
27983.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27983.wav
27984.wav,Barack Obama,bona-fide,barack_obama_bona-fide_27984.wav
